id_match,team_team_abbrev_name,distancia
104212,RMB,4.148112990612407
104213,BAR,3.2076439435205284
104213,UCM,4.3164305303490575
104214,CAZ,3.932512740344357
104214,UCM,4.295168550320368
104215,COV,4.442966277012501
104215,GIR,4.121200672917207
104216,MBA,5.170112799136025
104216,VBC,4.624127564743318
104217,COR,4.362603885877289
104217,DGC,4.706409530357895
104218,BKN,4.425797085621413
104218,UNI,3.7157942216534376
104219,BRE,4.96279682084039
104219,LLT,4.5131668559687075
104220,HIO,3.936833559629594
104220,SBB,3.871091322755861
104221,BAR,4.187888253929446
104221,BAX,4.806644252932622
104222,JOV,3.830979214548179
104222,RMB,3.6659465938104536
104223,BAX,3.990324340954096
104223,SBB,3.9892435251145826
104224,BRE,4.786934886233376
104224,UNI,4.523193181962371
104225,LLT,3.377529037937374
104225,UCM,4.500898154585796
104226,COR,4.586142447299863
104226,JOV,3.7907246455741297
104227,HIO,4.292396465059582
104227,RMB,3.9078503785826157
104228,DGC,4.67161897785493
104228,MBA,3.877816995895642
104229,CAZ,4.382283718196595
104229,GIR,4.3772718373548765
104230,BKN,4.874402448384939
104230,COV,4.494290480512188
104231,BAR,3.5925901782667475
104231,VBC,5.044047547651834
104232,CAZ,4.344879536736656
104232,VBC,4.642878735781337
104233,COR,4.960761650707068
104233,HIO,4.926672320603093
104234,COV,4.744292306729591
104234,UCM,3.92442181513585
104235,JOV,4.959450264487394
104235,LLT,4.400353564449246
104236,GIR,4.354310187449607
104236,SBB,4.710913450025831
104237,BAX,5.254340154332308
104237,UNI,4.683697757730663
104238,BAR,3.876459547000668
104238,BRE,5.040548538224352
104239,BKN,4.2070869845018235
104239,MBA,4.2496276044048775
104240,DGC,4.881580866565574
104240,RMB,4.888716645824359
104241,SBB,4.029725733151456
104241,VBC,4.5449085197775645
104242,COV,5.08706167914335
104242,UNI,4.766184391739564
104243,BRE,4.499657591006929
104243,MBA,4.923556588866838
104244,GIR,4.115051614159942
104244,JOV,4.329081335864853
104245,RMB,4.246430714519671
104245,UCM,4.315603335869072
104246,BAX,4.391942429887724
104246,COR,4.055918581581447
104247,BKN,4.687358935980023
104247,DGC,5.263064853563185
104248,CAZ,4.965875758710319
104248,HIO,4.475396661900185
104249,BAR,4.418233072179752
104249,LLT,4.595191100610401
104250,GIR,4.061001215447779
104250,UCM,3.6604248690459658
104251,JOV,5.042818867796793
104251,VBC,4.2788663326511935
104252,CAZ,4.401183291912848
104252,UNI,5.053236799457197
104253,BAX,4.543956173028329
104253,DGC,4.346562654738131
104254,COV,4.852525785355841
104254,HIO,3.7631681923031945
104255,BRE,4.774947590305012
104255,COR,4.886512838270448
104256,BAR,4.103465532569098
104256,MBA,5.2146287554747275
104257,LLT,4.085648498144593
104257,SBB,3.4016238512663355
104258,BKN,4.215812095708757
104258,RMB,4.160985236137946
104259,DGC,4.3389694668633965
104259,GIR,4.758402576000599
104260,COR,4.9675296204953066
104260,VBC,4.615936579143531
104261,BAX,5.089740256038424
104261,BKN,4.5722362283124935
104262,BRE,3.428513807189502
104262,UCM,4.480053861141432
104263,HIO,4.241694795471891
104263,JOV,4.391193601570202
104264,LLT,4.223506266122766
104264,MBA,3.988078725218503
104265,BAR,3.8708058506281517
104265,CAZ,3.6427743111289765
104266,COV,3.9740123745788147
104266,SBB,4.2018369581323345
104267,RMB,4.41838528894587
104267,UNI,6.047576623453577
104268,MBA,4.24650726794544
104268,UCM,3.5167006934092173
104269,BAX,4.524130451761411
104269,HIO,3.247527793342344
104270,COR,4.479060376488911
104270,GIR,4.513524380089238
104271,CAZ,3.36261091387479
104271,LLT,4.530475660852653
104272,COV,4.39749018593485
104272,VBC,4.8379604280853865
104273,DGC,4.089245162391375
104273,UNI,5.0006935802375505
104274,RMB,4.1734495538333976
104274,SBB,4.080942632537689
104275,BKN,4.802330732044322
104275,BRE,4.795634243483326
104276,BAR,3.9599599598141335
104276,JOV,4.691278828865908
104277,JOV,4.513480909140429
104277,MBA,3.769983825319782
104278,BRE,6.123052995092354
104278,HIO,4.4053857866836745
104279,DGC,4.440412843054629
